player,age,g,gs,mp,fg,x3p,x2p,ft,trb,ast,stl,blk,tov,pf,pts
Cheick Diallo,23,47,2,10.2,2,0,1.9,0.7,2.8,0.5,0.2,0.3,0.7,1.2,4.7
Chimezie Metu,22,18,0,5.8,1.3,0,1.3,0.6,1.7999999999999998,0.6,0.2,0.3,0.6,0.4,3.2
Chris Boucher,27,62,0,13.2,2.3,0.6,1.7,1.5,4.5,0.4,0.4,1,0.5,1.8,6.6
Chris Chiozza,24,56,4,14.296428571428573,1.9821428571428572,0.9785714285714285,1.0035714285714286,0.19642857142857142,1.8928571428571428,2.9964285714285714,0.7714285714285715,0.11785714285714287,1.1285714285714286,1.3142857142857143,5.089285714285714
Chris Clemons,22,33,0,8.8,1.7,1.1,0.6,0.3,0.9,0.8,0.3,0.2,0.6,0.8,4.9
Chris Paul,34,70,70,31.5,6.2,1.6,4.6,3.6,5,6.7,1.6,0.2,2.3,2.3,17.6
Chris Silva,23,44,0,7.9,1.1,0,1.1,0.8,2.9,0.5,0.2,0.5,0.7,1.9,3
Christian Wood,24,62,12,21.4,4.6,0.9,3.8,2.9,6.3,1,0.5,0.9,1.4,1.6,13.1
CJ McCollum,28,70,70,36.5,8.7,2.8,6,2,4.2,4.4,0.8,0.6,1.8,2.6,22.2
Clint Capela,25,39,39,32.8,6.3,0,6.3,1.4,13.8,1.2,0.8,1.8,1.6,2.6,13.9
Coby White,19,65,1,25.8,4.8,2,2.8,1.6,3.5,2.7,0.8,0.1,1.7,1.8,13.2
Cody Martin,24,48,3,18.8,1.8999999999999997,0.4000000000000001,1.5,0.9,3.2999999999999994,2,0.8000000000000002,0.20000000000000004,0.9,1.6000000000000003,5
Cody Zeller,27,58,39,23.1,4.3,0.3,4,2.1,7.1,1.5,0.7,0.4,1.3,2.4,11.1
Collin Sexton,21,65,65,33,7.9,1.5,6.4,3.5,3.1,3,1,0.1,2.4,2.2,20.8
Corey Brewer,33,5,0,6.6,0.4,0,0.4,0.2,1.6,0.4,0.8,0,0.4,1.4,1
Cory Joseph,28,72,26,24.4,2.4,0.8,1.6,0.8,2.6,3.5,0.7,0.3,1.1,1.7999999999999998,6.4
Courtney Lee,34,24,9,14.4,1.7,0.9,0.8000000000000002,0.3,1.3,0.5,0.8000000000000002,0.3,0.5,1.3999999999999997,4.5
Cristiano Felício,27,22,0,17.5,1.5,0,1.5,0.8,4.6,0.7,0.5,0.1,0.8,1.5,3.9
D'Angelo Russell,23,90,90,32.28,8.016666666666667,3.4966666666666666,4.483333333333333,3.58,3.92,6.303333333333333,1.0666666666666667,0.3,3.293333333333333,1.8866666666666667,23.096666666666664
D.J. Augustin,32,57,13,24.9,3.2,1.2,2,2.8,2.1,4.6,0.6,0,1.5,1.3,10.5
D.J. Wilson,23,37,1,9.8,1.4,0.5,0.9000000000000001,0.3,2.5,0.7,0.1,0.1,0.5,0.9000000000000001,3.6000000000000005
Damian Jones,24,55,27,16.1,2.2,0,2.2,1.1,3.7,0.6,0.5,0.7,0.5,2.7,5.6
Damian Lillard,29,66,66,37.5,9.5,4.1,5.4,7,4.3,8,1.1,0.3,2.9,1.7,30
Damion Lee,27,49,36,29,4.3,1.7,2.6,2.2,4.9,2.7,1,0.1,1.4,2.4,12.7
Damyean Dotson,25,48,0,17.4,2.5,1.2,1.3,0.5,1.8999999999999997,1.2,0.5,0.10000000000000002,0.4000000000000001,0.9,6.7
Daniel Gafford,21,43,7,14.200000000000001,2.2,0,2.2,0.7,2.5,0.5,0.3,1.3,0.7,2.3,5.1
Daniel Theis,27,65,64,24.1,3.7,0.5,3.2,1.3,6.6,1.7,0.6,1.3,0.8,3.4,9.2
Danilo Gallinari,31,62,62,29.6,5.8,2.9,2.9,4.3,5.2,1.9,0.7,0.1,1.2,1.2,18.7
Danny Green,32,68,68,24.8,2.9,1.8,1.1,0.5,3.3,1.3,1.3,0.5,0.9,2,8
Dante Exum,24,70,2,13.88857142857143,1.5928571428571427,0.40285714285714286,1.19,0.9271428571428573,1.9114285714285717,1.1242857142857141,0.3871428571428572,0.23428571428571426,0.9,1.1057142857142859,4.515714285714285
Danuel House Jr.,26,63,52,30.4,3.7,2,1.6,1.2,4.2,1.3,1.1,0.5,0.9,2.1,10.5
DaQuan Jeffries,22,13,0,10.8,1.5,0.4,1.2,0.4,1.4,0.5,0.3,0.1,0.2,1.5,3.8
Dario Šarić,25,66,51,24.7,3.8999999999999995,1.3,2.6,1.6,6.2,1.9,0.6,0.2,1.3,2.4,10.7
Darius Bazley,19,61,9,18.5,2,0.8,1.2,0.7,4,0.7,0.4,0.7,0.7,0.9,5.6
Darius Garland,20,59,59,30.9,4.7,1.8,3,1.1,1.9,3.9,0.7,0.1,2.6,1.6,12.3
Daryl Macon,24,4,0,3.5,0.3,0.3,0,0,0,0.3,0,0,0.5,0.3,0.8
David Nwaba,27,20,0,13.4,1.9,0.6,1.3,0.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2
Dāvis Bertāns,27,54,4,29.3,4.9,3.7,1.2,1.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4
De'Aaron Fox,22,51,49,32,7.7,1.1,6.6,4.7,3.8,6.8,1.5,0.5,3.1,2.8,21.1
De'Andre Hunter,22,63,62,32,4.4,1.7,2.7,1.7,4.5,1.8,0.7,0.3,1.6,2.9,12.3
De'Anthony Melton,21,60,8,19.5,2.7,0.7,2,1.6,3.7,2.9,1.3,0.3,1.4,1.8,7.6
Dean Wade,23,12,0,5.900000000000001,0.8000000000000002,0.20000000000000004,0.6,0,1.6000000000000003,0.20000000000000004,0.20000000000000004,0.3,0.3,0.6999999999999998,1.7
DeAndre' Bembry,25,43,4,21.3,2.4,0.3,2.1,0.6,3.5,1.9000000000000001,1.3,0.39999999999999997,1.4,2,5.8
Deandre Ayton,21,38,32,32.5,8.2,0.1,8.1,1.8,11.5,1.9000000000000001,0.7,1.5,2.1,3.1,18.2
DeAndre Jordan,31,56,6,22,3.4,0,3.4,1.5,10,1.9,0.3,0.9,1.3,2,8.3
Dejounte Murray,23,66,58,25.6,4.5,0.6,3.8,1.4,5.8,4.1,1.7,0.3,1.9,2.2,10.9
Delon Wright,27,73,5,21.5,2.6,0.6,2,1.1,3.8,3.3,1.2,0.3,1,1.3,6.9
DeMar DeRozan,30,68,68,34.1,8.2,0.1,8.1,5.6,5.5,5.6,1,0.3,2.4,2.6,22.1
DeMarre Carroll,33,48,0,12.087499999999999,1.0250000000000001,0.32499999999999996,0.6999999999999998,1.2062499999999998,2.3125,1.01875,0.3125,0.1875,0.71875,1.3,3.6125000000000003
Dennis Schröder,26,65,2,30.8,7,1.9,5,3,3.6,4,0.7,0.2,2.6,2.2,18.9
Dennis Smith Jr.,22,34,3,15.8,2.1,0.5,1.6,0.8,2.3,2.9,0.8,0.2,1.7,1.9,5.5
Denzel Valentine,26,36,5,13.6,2.7,1.3,1.4,0.2,2.1,1.2,0.7,0.2,0.7,1.4,6.8
Deonte Burton,26,39,0,9.1,1.1,0.3,0.8,0.2,1.5,0.4,0.2,0.3,0.5,0.9,2.7
Derrick Favors,28,51,49,24.4,4.1,0,4.1,0.8,9.8,1.6,0.6,0.9,1.1,2.1,9
Derrick Jones Jr.,22,59,16,23.3,3.1,0.6,2.5,1.6,3.9,1.1,1,0.6,0.5,2.2,8.5
Derrick Rose,31,50,15,26,7.4,0.9,6.5,2.4,2.4,5.6,0.8,0.3,2.5,1,18.1
Derrick Walton,24,52,2,9.542307692307691,0.6769230769230768,0.3942307692307692,0.2826923076923077,0.2826923076923077,0.6269230769230768,1.0403846153846155,0.29615384615384616,0,0.2057692307692308,0.7942307692307693,2.0307692307692307
Derrick White,25,68,20,24.7,3.7,1.2,2.6,2.6,3.3,3.5,0.6,0.9,1.3,2.2,11.3
Devin Booker,23,70,70,35.9,9,2,6.9,6.7,4.2,6.5,0.7,0.3,3.8,3,26.6
Devon Hall,24,11,0,7.4,0.5,0.4,0.2,0.4,0.6,1.2,0.4,0.1,0.5,0.5,1.8
Devontae Cacok,23,1,0,9,3,0,3,0,5,1,0,0,0,0,6
Devonte' Graham,24,63,53,35.1,5.8,3.5,2.4,3,3.4,7.5,1,0.2,2.9,1.8,18.2
Dewan Hernandez,23,6,0,4.7,0.8000000000000002,0.20000000000000004,0.6999999999999998,0.5,2.3,0.5,0.20000000000000004,0,0.5,1,2.3
Dewayne Dedmon,30,88,36,17.59090909090909,2.2977272727272724,0.4954545454545455,1.8022727272727275,0.7,5.675000000000001,0.4840909090909091,0.5681818181818182,0.9295454545454547,1.3045454545454545,2.997727272727273,5.79090909090909
Dillon Brooks,24,73,73,28.9,6,2,3.9,2.2,3.3,2.1,0.9,0.4,1.7,3.8,16.2
Dion Waiters,28,20,0,20.71,4.085,1.5050000000000001,2.5949999999999998,1.4,2.42,1.9899999999999998,0.41,0.615,1.6149999999999998,2.11,11.11
Domantas Sabonis,23,62,62,34.8,7.4,0.3,7.1,3.5,12.4,5,0.8,0.5,2.7,3.1,18.5
Donovan Mitchell,23,69,69,34.3,8.7,2.5,6.2,4,4.4,4.3,1,0.2,2.7,2.5,24
Donta Hall,22,18,0,14.788888888888891,1.6944444444444444,0,1.6944444444444444,1,4.222222222222222,0.4222222222222222,0.3277777777777777,0.6944444444444444,0.5777777777777777,2.588888888888889,4.316666666666666
Donte DiVincenzo,23,66,24,23,3.5,1.3,2.3,1,4.8,2.3,1.3,0.3,1.4,1.7,9.2
Dorian Finney-Smith,26,71,68,29.900000000000002,3.4,1.6,1.8,1.1,5.7,1.6,0.6,0.5,1,2.5,9.5
Doug McDermott,28,69,0,19.9,3.8999999999999995,1.9,2,0.7,2.5,1.1,0.2,0.1,0.6,1.7,10.3
Dragan Bender,22,32,6,17.896874999999998,2.5625,0.91875,1.615625,0.61875,4.59375,1.7750000000000001,0.2625,0.5656249999999999,1.309375,2.61875,6.690625
Draymond Green,29,43,43,28.400000000000002,2.9,0.7999999999999999,2,1.5,6.2,6.2,1.4,0.7999999999999999,2.3,2.6,8
Drew Eubanks,22,22,3,12.4,2,0,1.9,0.9,3.9,0.7,0.2,0.8,1,1.7,4.9
Duncan Robinson,25,73,68,29.7,4.4,3.7,0.7,0.9,3.2,1.4,0.5,0.3,1,2.6,13.5
Dusty Hannahs,26,2,0,6.5,2,1,1,1,0.5,0,0,0,0,0.5,6
Dwayne Bacon,24,39,11,17.6,2.2,0.5,1.7,0.9,2.6,1.3,0.6,0.1,0.9,1.3,5.7
Dwight Howard,34,69,2,18.9,2.9,0,2.9,1.6,7.3,0.7,0.4,1.1,1.2,3.2,7.5
Dwight Powell,28,40,37,26.5,3.7,0.3,3.4,1.9,5.7,1.5,0.9,0.6,0.9,2.6,9.4
Džanan Musa,20,40,0,12.2,1.6,0.5,1.1,1.1,2.2,1.1,0.4,0,0.9,0.8,4.8
E'Twaun Moore,30,56,6,18.2,3.3,1.1,2.2,0.6,2.3,1.4,0.6,0.2,0.7,1.4,8.3
Ed Davis,30,28,1,10.8,0.8,0,0.8,0.3,3.8,0.4,0.4,0.3,0.5,2.2,1.8
Edmond Sumner,24,31,3,14.4,2,0.5,1.5,0.5,1.5,1.8,0.5,0.3,0.7,1.4,4.9
Elfrid Payton,25,45,36,27.7,4.3,0.3,4,1.1,4.7,7.2,1.6,0.4,2.1,2,10
Elie Okobo,22,55,3,13.1,1.3,0.5,0.9,0.9,1.6,2.1,0.4,0.1,0.7,1,4
Emmanuel Mudiay,23,54,2,15.7,2.8,0.6,2.2,1.2,2.3,2.1,0.4,0.2,1.4,1.3,7.3
Enes Freedom,27,58,7,16.9,3.4,0,3.4,1.2,7.4,1,0.4,0.7,1,1.7,8.1
Eric Bledsoe,30,61,61,27,5.5,1.2,4.3,2.8,4.6,5.4,0.9,0.4,2.4,2.1,14.9
Eric Gordon,31,36,15,28.2,4.8,2.7,2.1,2.3,2,1.5,0.6,0.4,1.2,1.8999999999999997,14.399999999999999
Eric Mika,25,1,0,19,2,0,2,2,7,0,0,0,0,5,6
Eric Paschall,23,60,26,27.6,5.3,0.6,4.7,2.7,4.6,2.1,0.5,0.2,1.6,2.1,14
Ersan İlyasova,32,63,8,15.7,2.3,0.8,1.5,1.1,4.8,0.8,0.4,0.3,0.5,1.5,6.6
Evan Fournier,27,66,66,31.5,6.6,2.6,4,2.7,2.6,3.2,1.1,0.2,1.9,2.4,18.5
Evan Turner,31,19,0,13.2,1.3,0,1.3,0.6,2,2,0.5,0.4,1.4,1.1,3.3
Frank Jackson,21,59,2,13.5,2.3,0.8,1.5,0.9,1.4,1,0.3,0.1,0.8,1.3,6.3
Frank Kaminsky,26,39,13,19.9,3.5,1.1,2.5,1.6,4.5,1.9,0.4,0.3,0.9,1.9,9.7
Frank Mason III,25,9,0,13.1,2.6,0.7,1.8999999999999997,1.1,2.1,3.2,0.6,0.1,1.2,1.2,6.9
Frank Ntilikina,21,57,26,20.8,2.3,0.8,1.5,0.9,2.1,3,0.9,0.3,1.2,2.5,6.3
Fred VanVleet,25,54,54,35.7,5.9,2.7,3.2,3.1,3.8,6.6,1.9,0.3,2.2,2.4,17.6
Furkan Korkmaz,22,72,12,21.7,3.4,2,1.4,1.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8
Gabe Vincent,23,9,0,9.2,0.8999999999999999,0.7,0.2,0,0.6,0.7,0.6,0,0.1,0.7,2.4
Garrett Temple,33,62,35,27.9,3.6,2,1.5,1.1,3.5,2.5,0.8,0.5,1,1.7,10.3
Garrison Mathews,23,18,0,12.6,1.3,1.1,0.3,1.7,1.3,0.6,0.4,0.1,0.4,1.7999999999999998,5.4
Gary Clark,25,84,10,13.507142857142858,1.3,0.9214285714285715,0.37857142857142856,0.19285714285714284,2.6,0.4071428571428572,0.1285714285714286,0.5071428571428571,0.20714285714285713,1.0928571428571427,3.7142857142857144
Gary Harris,25,56,55,31.8,3.9,1.3,2.6,1.3,2.9,2.1,1.4,0.3,1.1,2.1,10.4
Gary Payton II,27,29,17,14.9,1.7,0.4,1.2,0.1,2.8,1.7,1.1,0.2,0.7,1.9,3.9
Gary Trent Jr.,21,61,8,21.8,3.2,1.8,1.4,0.6,1.6,1,0.8,0.3,0.3,1.5,8.9
George Hill,33,59,2,21.5,3.3,1.4,1.9,1.4,3,3.1,0.8,0.1,1,1.4,9.4
Georges Niang,26,66,1,14,2.1,1.4,0.8,0.3,1.9,0.7,0.3,0.1,0.5,1.1,5.9
Giannis Antetokounmpo,25,63,63,30.4,10.9,1.4,9.5,6.3,13.6,5.6,1,1,3.7,3.1,29.5
Glenn Robinson III,26,124,104,28.81129032258065,4.624193548387097,1.2096774193548385,3.414516129032258,1.1935483870967742,4.369354838709678,1.5370967741935484,0.8661290322580646,0.27741935483870966,0.8822580645161291,1.6048387096774193,11.712903225806452
Goga Bitadze,20,54,2,8.7,1.3,0.1,1.1,0.4,2,0.4,0.2,0.7,0.5,1.2,3.2
Goran Dragić,33,59,3,28.2,5.4,2.1,3.3,3.2,3.2,5.1,0.7,0.2,2.4,2.1,16.2
Gordon Hayward,29,52,52,33.5,6.700000000000001,1.6,5.1,2.4,6.700000000000001,4.1,0.7,0.4,1.8000000000000003,1.8000000000000003,17.5
Gorgui Dieng,30,126,34,17.392857142857142,2.623015873015873,0.8825396825396825,1.7904761904761906,1.2079365079365079,5.626984126984126,1.196031746031746,0.8,0.9134920634920635,0.9865079365079364,1.9769841269841268,7.373015873015874
Grant Williams,21,69,5,15.099999999999998,1.3,0.3,0.9,0.6,2.6,1,0.4,0.5,0.7,2.4,3.4
Grayson Allen,24,38,0,18.9,3.1,1.5,1.6,1,2.2,1.4,0.3,0.1,0.9,1.4,8.7
Hamidou Diallo,21,46,3,19.5,2.9,0.3,2.5,0.8,3.6,0.8,0.8,0.2,1.1,2.2,6.9
Harrison Barnes,27,72,72,34.5,5.1,1.4,3.7000000000000006,3,4.9,2.2,0.6,0.2,1.2,1.3,14.5
Harry Giles,21,46,17,14.5,3,0,3,0.8,4.1,1.3,0.5,0.4,1,2.6,6.9
Hassan Whiteside,30,67,61,30,6.5,0.1,6.4,2.4,13.5,1.2,0.4,2.9,1.8,2.9,15.5
Henry Ellenson,23,5,0,3,0.2,0,0.2,0,1.2,0.2,0,0,0,0.2,0.4
Ian Mahinmi,33,38,35,21.3,2.7,0.1,2.6,1.8,5.7,1.3,0.8,1.2,1.2,3,7.3999999999999995
Ignas Brazdeikis,21,9,0,5.9,0.7,0.1,0.6,0.4,0.6,0.4,0,0.1,0.2,0.3,1.8999999999999997
Iman Shumpert,29,13,0,18.5,1.6,0.6,1,0.3,2.6000000000000005,0.9000000000000001,0.9000000000000001,0.2,0.8,1.6,4.2
Isaac Bonga,20,66,49,18.9,1.8,0.4,1.4,1,3.4,1.2,0.7,0.3,0.9,2.4,5
Isaiah Hartenstein,21,23,2,11.6,1.9,0,1.9,0.8,3.9,0.8,0.4,0.5,0.7,1.8,4.7
Isaiah Roby,21,3,0,3.7000000000000006,0,0,0,0,0.6999999999999998,0,0,0,0.3,0.3,0
Isaiah Thomas,30,40,37,23.1,4.4,2,2.4,1.6,1.7,3.7,0.3,0.2,1.9,1.9,12.2
Ish Smith,31,68,23,26.3,4.5,0.9,3.6,0.9,3.2,4.9,0.9,0.4,1.4,1.6,10.9
Ivica Zubac,22,72,70,18.4,3.3,0,3.3,1.7,7.5,1.1,0.2,0.8999999999999999,0.8,2.3,8.3
J.J. Barea,35,29,6,15.5,2.9,1.1,1.8,0.7,1.8,3.9,0.2,0.1,1.3,0.9,7.7
J.J. Redick,35,60,36,26.4,4.8,3,1.8,2.8,2.5,2,0.3,0.2,1.3,1.6,15.3
J.P. Macura,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0
J.R. Smith,34,6,0,13.199999999999998,1.2,0.20000000000000004,1,0.3,0.8000000000000002,0.5,0.20000000000000004,0,0.6999999999999998,0.8000000000000002,2.7999999999999994
Ja Morant,20,67,67,31,6.7,0.9,5.8,3.6,3.9000000000000004,7.3,0.9,0.3,3.3,1.6,17.8
Jabari Parker,24,76,46,24.13157894736842,5.786842105263158,0.8368421052631579,4.9,1.618421052631579,5.626315789473684,1.7921052631578949,1.186842105263158,0.4263157894736842,1.7052631578947368,2.6,13.986842105263158
Jacob Evans,22,58,2,14.391379310344828,1.5913793103448277,0.4327586206896552,1.1086206896551725,0.8689655172413794,1.3982758620689655,1.0620689655172415,0.3862068965517242,0.3862068965517242,0.8689655172413794,1.3982758620689655,4.387931034482759
Jae Crowder,29,130,106,28.838461538461537,3.5076923076923077,2.0846153846153848,1.3884615384615384,1.5076923076923077,5.926923076923077,2.496153846153846,1.0961538461538463,0.38076923076923075,1.0884615384615384,2.203846153846154,10.507692307692308
Jahlil Okafor,24,30,9,15.6,3.4,0,3.3,1.3,4.2,1.2,0.2,0.7,1.3,2.2,8.1
JaKarr Sampson,26,34,12,13.9,2,0.1,1.9,0.5,2.6,0.6,0.5,0.4,0.4,1.9,4.6
Jake Layman,25,23,2,22,3.5,1,2.5,1,2.5,0.7,0.7,0.4,1,2,9.1
Jakob Poeltl,24,66,18,17.7,2.5,0,2.5,0.6,5.7,1.8,0.6,1.4,0.8,1.9,5.6
Jalen Brunson,23,57,16,17.9,3.2,0.8,2.4,1.1,2.4,3.3,0.4,0.1,1.2,1.3,8.2
Jalen Lecque,19,5,0,6.4,0.8,0,0.8,0.4,0.4,0.4,0,0,0.4,0.6,2
Jalen McDaniels,22,16,0,18.3,2.1,0.6,1.5,0.9,4.1,0.8,0.5,0.2,0.7,2.3,5.6
Jamal Crawford,39,1,0,6,2,1,1,0,0,3,0,0,0,1,5
Jamal Murray,22,59,59,32.3,6.9,1.9,5,2.8,4,4.8,1.1,0.3,2.2,1.7,18.5
James Ennis III,29,138,36,18.31086956521739,2.294927536231884,0.8144927536231884,1.5159420289855072,1.1369565217391304,3.596376811594203,0.8934782608695653,0.5144927536231884,0.3144927536231884,0.8159420289855072,1.9804347826086957,6.591304347826086
James Harden,30,68,68,36.5,9.9,4.4,5.5,10.2,6.6,7.5,1.8,0.9,4.5,3.3,34.3
James Johnson,32,64,2,19.309375000000003,3.225,1.015625,2.209375,0.9625,3.69375,2.3187499999999996,0.790625,1.003125,1.5,2.5062499999999996,8.428125
JaMychal Green,29,63,1,20.7,2.4,1.5,0.9,0.6,6.2,0.8,0.5,0.4,0.9,2.8,6.8
Jared Dudley,34,45,1,8.1,0.5,0.4,0.1,0,1.2,0.6,0.3,0.1,0.2,0.9,1.5
Jared Harper,22,3,0,2.7000000000000006,0.3,0,0.3,0,0,0,0,0,0,0,0.6999999999999998
Jaren Jackson Jr.,20,57,57,28.5,6.2,2.5,3.6,2.4,4.6,1.4,0.7,1.6,1.7,4.1,17.4
Jarred Vanderbilt,20,22,0,4.209090909090909,0.49545454545454537,0,0.49545454545454537,0.19090909090909092,0.8136363636363636,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.6272727272727273,0.5363636363636364,1.0909090909090908
Jarrell Brantley,23,9,0,10.7,1.1,0.3,0.8,0.1,2.2,1.2,0.3,0.6,0.8,0.8,2.7
Jarrett Allen,21,70,64,26.5,4.3,0,4.3,2.4,9.6,1.6,0.6,1.3,1.1,2.3,11.1
Jarrett Culver,20,63,35,23.9,3.7,1,2.6,0.9,3.4,1.7,0.9,0.6,1.3,2,9.2
Jarrod Uthoff,26,14,0,7.5857142857142845,1.0142857142857142,0.4142857142857143,0.6,0.2928571428571428,0.9,0,0.1357142857142857,0,0,0.3,2.7071428571428577
JaVale McGee,32,68,68,16.6,2.9,0,2.8,0.8,5.7,0.5,0.5,1.4,0.8,2.3,6.6
Javonte Green,26,48,2,9.8,1.3,0.20000000000000004,1.1,0.6,1.8999999999999997,0.5,0.5,0.20000000000000004,0.5,0.9,3.4
Jaxson Hayes,19,64,14,16.9,2.7,0,2.7,1.9,4,0.9,0.4,0.9,0.8,2.5,7.4
Jaylen Brown,23,57,57,33.9,7.5,2.3,5.2,3.1,6.4,2.1,1.1,0.4,2.2,2.9,20.3
Jaylen Hoard,20,13,0,7.9,1.2,0,1.2,0.6,2.5,0.3,0.4,0,0.3,0.9000000000000001,2.8999999999999995
Jaylen Nowell,20,15,0,10.1,1.3,0.2,1.1,1.1,0.9,1.3,0.2,0.1,0.2,0.7,3.8
Jayson Tatum,21,66,66,34.3,8.4,2.9,5.5,3.8,7,3,1.4,0.9,2.3,2.1,23.4
Jeff Green,33,96,8,19.9875,3.3125,1.29375,2.0187500000000003,1.4937500000000001,2.7874999999999996,1.0374999999999999,0.525,0.3875,0.8812500000000001,1.8687499999999997,9.425
Jeff Teague,31,118,34,24.816949152542374,3.6110169491525426,0.7228813559322034,2.8881355932203387,2.91864406779661,2.4152542372881354,5.205084745762712,0.721186440677966,0.3076271186440678,1.9728813559322036,1.8016949152542374,10.884745762711866
Jerami Grant,25,71,24,26.6,4.3,1.4,2.9,2.1,3.5,1.2,0.7,0.8,0.9,2.2,12
Jeremiah Martin,23,9,0,11,2.7,0.6,2.1,1.2,1.1,2,0.8,0.2,0.4,0.8,7.1
Jeremy Lamb,27,46,42,28.1,4.7,1.2,3.5,2,4.3,2.1,1.2,0.5,1.1,2.3,12.5
Jeremy Pargo,33,3,0,14.699999999999998,3.7000000000000006,1,2.7000000000000006,0,1,2.7000000000000006,0.3,0,1.3,2.7000000000000006,8.3
Jerian Grant,27,6,0,13.300000000000002,1.7,0.3,1.3,0.8000000000000002,1,1.5,0.20000000000000004,0.20000000000000004,0.5,1.8,4.5
Jerome Robinson,22,126,12,15.516666666666666,1.8166666666666667,0.8,1.0166666666666666,0.6333333333333333,2.0166666666666666,1.4,0.4166666666666667,0.2833333333333334,0.7833333333333333,1.7833333333333334,5.083333333333333
Jevon Carter,24,58,2,16.3,1.7,1.1,0.7,0.4,2,1.4,0.8,0.3,0.6,1.5,4.9
Jimmy Butler,30,58,58,33.8,5.9,0.5,5.4,7.6,6.7,6,1.8,0.6,2.2,1.4,19.9
Joakim Noah,34,5,0,10,0.8,0,0.8,1.2,3.2,1.4,0.2,0.2,1.2,1.8,2.8
Joe Chealey,24,4,0,8.3,0,0,0,0.5,0,0.3,1,0,0.5,0.5,0.5
Joe Harris,28,69,69,30.800000000000004,5.5,2.5,3,0.9,4.3,2.1,0.6,0.2,1.5,2.3,14.5
Joe Ingles,32,72,45,29.700000000000003,3.4,2,1.5,1,3.9000000000000004,5.2,0.8999999999999999,0.2,2,2.1,9.8
Joel Embiid,25,51,51,29.5,7.5,1.1,6.4,6.9,11.6,3,0.9,1.3,3.1,3.4,23
John Collins,22,41,41,33.2,8.6,1.4,7.199999999999999,2.9,10.1,1.5,0.8000000000000002,1.6000000000000003,1.7999999999999998,3.4000000000000004,21.6
John Henson,29,80,16,14.998750000000001,2.3875,0.2,2.1875,0.5862499999999999,4.06875,1.38125,0.6137499999999999,1.0725,0.8962499999999999,1.9774999999999998,5.5112499999999995
John Konchar,23,19,0,9.5,1.3,0.3,1,0.1,2.5,1.2,0.4,0.2,0.4,0.4,2.8
Johnathan Motley,24,13,0,3.2,0.8,0.1,0.8,0.4,0.8,0.6,0.2,0,0.4,0.5,2.2
Johnathan Williams,24,15,6,12,1.3,0,1.3,0.5,4.3,0.5,0.1,0.5,0.3,1.1,3
Jonah Bolden,24,14,0,6.707142857142857,0.5928571428571429,0,0.5928571428571429,0.29999999999999993,1.3142857142857145,0,0.43571428571428567,0.29999999999999993,0.2928571428571428,1.4142857142857141,1.4142857142857141
Jonas Valančiūnas,27,70,70,26.4,6.2,0.5,5.7,2.1,11.3,1.9,0.4,1.1,1.8,2.6,14.9
Jonathan Isaac,22,34,32,28.8,4.6,0.9,3.6,1.8,6.8,1.4,1.6,2.3,1.4,2.4,11.9
Jordan Bell,25,58,0,8.812068965517241,1.2103448275862068,0.1310344827586207,1.0793103448275863,0.6637931034482759,2.8017241379310347,0.5672413793103448,0.11379310344827587,0.33620689655172414,0.7275862068965516,0.6637931034482759,3.2155172413793105
Jordan Bone,22,10,0,5.3,0.5,0.2,0.3,0,0.4,0.8,0.1,0,0.2,0.6,1.2
Jordan Clarkson,27,142,4,24.002816901408448,5.545774647887324,2.109154929577465,3.386619718309859,1.9246478873239437,2.6183098591549294,1.9133802816901408,0.6295774647887324,0.22042253521126762,1.3795774647887322,1.5070422535211268,15.195774647887324
Jordan McLaughlin,23,30,2,19.7,2.9,1,1.9,0.9,1.6,4.2,1.1,0.1,1,1,7.6
Jordan McRae,28,74,8,21.213513513513515,4.018918918918919,1.2189189189189187,2.805405405405405,2.2216216216216216,3.3864864864864863,2.4986486486486483,0.6013513513513513,0.41216216216216217,1.1797297297297298,1.9851351351351352,11.52837837837838
Jordan Poole,20,57,14,22.4,2.9,1.3,1.6,1.7,2.1,2.4,0.6,0.2,1.3,1.6,8.8
Josh Gray,26,2,0,11.5,0.5,0,0.5,0,1,1,0,0,2.5,0.5,1
Josh Hart,24,65,16,27,3.5,1.9,1.6,1.3,6.5,1.7,1,0.4,1.2,2.5,10.1
Josh Jackson,22,22,0,17.3,3.2,1,2.1,1.6,3,1.6,0.8,0.4,1.3,1.8,9
Josh Magette,30,8,0,4.8,0.6,0.1,0.5,0.1,0.8,0.6,0.4,0.1,0.6,0.5,1.5
Josh Okogie,21,62,28,25,2.7,0.7,2.1,2.5,4.3,1.6,1.1,0.4,1.4,2.2,8.6
Josh Reaves,22,4,0,7,0.8,0,0.8,0.5,0.8,0.8,0,0,0,1.3,2
Josh Richardson,26,55,53,30.8,5.1,1.5,3.5,2.1,3.2,2.9,0.9,0.7,1.9,2.5,13.7
Jrue Holiday,29,61,61,34.7,7.5,2,5.5,2.1,4.8,6.7,1.6,0.8,3,2.4,19.1
